employee_id,name,address,city,postal_code,latitude,longitude,snapped_latitude,snapped_longitude,optimal_employee_station,optimal_employee_station_id,optimal_employee_station_rank,optimal_office_station,optimal_office_station_id,optimal_office_station_rank,walk_home_to_station_min,transit_time_min,walk_station_to_office_min,total_commute_min,otp_route_found,car_distance_m,car_driving_time_min,car_parking_time_min,car_total_time_min,commute_time_bucket,transport_attractiveness,monthly_driving_cost,financial_attractiveness_Company Pays Full,financial_attractiveness_50% Subsidy,financial_attractiveness_Employee Pays Full,adoption_score_Company Pays Full,adoption_score_50% Subsidy,adoption_score_Employee Pays Full
EMP074,Mirjam Schacht,"Dussen vanweg 833, 21682 Buxtehude",Buxtehude,21682,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,77.29833333333333,True,40302.7,61.83166666666667,8,69.83166666666668,60+ min,70.0,291.8162,100,100,100,82.0,82.0,82.0
EMP075,Agnes Trommler,"Ditschlerinallee 3435, 21682 Buxtehude",Buxtehude,21682,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,77.29833333333333,True,40302.7,61.83166666666667,8,69.83166666666668,60+ min,70.0,291.8162,100,100,100,82.0,82.0,82.0
EMP076,Sükrü Aumann,"Kamil-Bien-Gasse 3/8, 22627 Ahrensburg",Ahrensburg,22627,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,100,100,100,,,
EMP077,Frau Rotraud Bolzmann MBA.,"Möchlichenstraße 15-52, 21079 Harburg",Harburg,21079,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,3.7066666666666666,67.32666666666667,True,38831.6,51.986666666666665,8,59.986666666666665,60+ min,60.0,282.9896,100,100,100,76.0,76.0,76.0
EMP078,Ruben Rose-Jähn,"Briemerstr. 2, 22627 Ahrensburg",Ahrensburg,22627,53.555306,9.820787,53.555282,9.820734,Elbuferweg,336643748.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.4016666666666666,51.0,3.7066666666666666,56.10833333333333,True,24331.2,41.836666666666666,8,49.836666666666666,45-60 min,70.0,195.98719999999997,100,100,100,82.0,82.0,82.0
EMP079,Inka Margraf-Huhn,"Iwan-Drubin-Weg 4-9, 21077 Harburg",Harburg,21077,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,3.7066666666666666,67.32666666666667,True,38831.6,51.986666666666665,8,59.986666666666665,60+ min,60.0,282.9896,100,100,100,76.0,76.0,76.0
EMP080,Willfried Wiek,"Jäkelstr. 9, 22047 Hamburg",Hamburg,22047,53.563793,9.902143,53.563892,9.902136,Bahrenfelder Marktplatz,538471368.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.0933333333333333,43.0,3.7066666666666666,47.8,True,17552.1,26.813333333333333,8,34.81333333333333,45-60 min,50.0,155.3126,100,100,80,70.0,70.0,62.0
EMP081,Prof. Arne Franke,"Emmy-Hahn-Ring 42, 22415 Hamburg",Hamburg,22415,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,43.815,True,14719.4,31.45,8,39.45,30-45 min,60.0,138.3164,100,100,80,76.0,76.0,68.0
EMP082,Meike Metz,"Rüdiger-Mende-Allee 44-50, 22848 Norderstedt",Norderstedt,22848,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,80,60,60,,,
EMP083,Ulf Hethur-Faust,"Heidemarie-Heintze-Ring 4618, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,80.27666666666666,True,31773.1,44.836666666666666,8,52.836666666666666,60+ min,30.0,240.6386,100,100,100,58.0,58.0,58.0
EMP084,Marlies Jähn MBA.,"Bruno-Gehringer-Ring 8/2, 21077 Harburg",Harburg,21077,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,3.7066666666666666,67.32666666666667,True,38831.6,51.986666666666665,8,59.986666666666665,60+ min,60.0,282.9896,100,100,100,76.0,76.0,76.0
EMP085,Liselotte Hermann,"Ottostr. 17-71, 22880 Wedel",Wedel,22880,53.60151,9.907804,53.601503,9.907805,Mühlenauweg,2471006833.0,5.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,7.08,28.9,6.403333333333333,42.38333333333333,True,13463.6,24.11,8,32.11,30-45 min,40.0,130.78159999999997,100,80,80,64.0,56.0,56.0
EMP086,Ralf-Dieter Wernecke,"Dirk-Hein-Allee 4, 22846 Norderstedt",Norderstedt,22846,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,80,60,60,,,
EMP087,Horst-Peter Keudel,"Wenzel-Pohl-Allee 74-82, 22848 Norderstedt",Norderstedt,22848,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,80,60,60,,,
EMP088,Univ.Prof. Jelena Hövel,"Kadering 62, 22457 Hamburg",Hamburg,22457,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,43.815,True,14719.4,31.45,8,39.45,30-45 min,60.0,138.3164,100,100,80,76.0,76.0,68.0
EMP089,Gilbert Herrmann,"Wesackstr. 7, 22149 Hamburg",Hamburg,22149,53.586758,10.037002,53.586777,10.036784,Burmesterstraße,6128819465.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.0366666666666666,17.0,3.7066666666666666,21.743333333333332,True,13146.0,29.22,8,37.22,0-30 min,100.0,128.876,100,80,80,100.0,92.0,92.0
EMP090,Henrike Bloch B.A.,"Druballee 9-1, 21614 Buxtehude",Buxtehude,21614,53.510703,10.251378,53.510618,10.251297,,,,,,,,,,,False,34894.5,56.17666666666666,8,64.17666666666666,No route,,259.36699999999996,100,100,100,,,
EMP091,Vinzenz Hövel-Mangold,"Scholtzallee 47-50, 22629 Ahrensburg",Ahrensburg,22629,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,100,100,100,,,
EMP092,Frau Dorota Drewes,"Eberhardtgasse 1248, 22419 Hamburg",Hamburg,22419,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,43.815,True,14719.4,31.45,8,39.45,30-45 min,60.0,138.3164,100,100,80,76.0,76.0,68.0
EMP093,Herma Nette,"Drubinweg 974, 22880 Wedel",Wedel,22880,53.545,10.079558,53.544997,10.07951,Eekholtesweg,6341370493.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,7.03,33.0,3.7066666666666666,43.736666666666665,True,20467.5,46.46666666666667,8,54.46666666666667,30-45 min,80.0,172.805,100,100,100,88.0,88.0,88.0
EMP094,Steve Bohnbach-Hofmann,"Henkstraße 963, 22626 Ahrensburg",Ahrensburg,22626,53.543635,10.079803,53.543632,10.079743,Eekholtesweg,6341370493.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,5.198333333333333,33.0,3.7066666666666666,41.904999999999994,True,20314.9,46.20666666666667,8,54.20666666666667,30-45 min,100.0,171.88940000000002,100,100,100,100.0,100.0,100.0
EMP095,Senta Schaaf,"Kargeallee 1/5, 21682 Buxtehude",Buxtehude,21682,53.61251,10.113874,53.612559,10.114047,Pflegezentrum Farmsen,423493923.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,2.155,32.0,3.7066666666666666,37.861666666666665,True,14441.9,29.166666666666668,8,37.16666666666667,30-45 min,70.0,136.6514,100,100,80,82.0,82.0,74.0
EMP096,Irena Jungfer-Graf,"Fischerstraße 95-95, 22880 Wedel",Wedel,22880,53.477743,9.700147,53.477743,9.700147,,,,,,,,,,,False,47081.1,69.22666666666667,8,77.22666666666667,No route,,332.48659999999995,100,100,100,,,
EMP097,Univ.Prof. Traude Kranz MBA.,"Charlotte-Kraus-Platz 1-6, 21682 Buxtehude",Buxtehude,21682,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,77.29833333333333,True,40302.7,61.83166666666667,8,69.83166666666668,60+ min,70.0,291.8162,100,100,100,82.0,82.0,82.0
EMP098,Agnieszka Ullmann B.A.,"Agnes-Beier-Platz 21/97, 21107 Harburg",Harburg,21107,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,3.7066666666666666,67.32666666666667,True,38831.6,51.986666666666665,8,59.986666666666665,60+ min,60.0,282.9896,100,100,100,76.0,76.0,76.0
EMP099,Luitgard Süßebier,"Sölzerplatz 57, 22117 Hamburg",Hamburg,22117,53.605402,9.898746,53.605486,9.898921,Furtweg,5593354405.0,1.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,0.6016666666666667,28.9,6.403333333333333,35.905,True,13050.1,23.2,8,31.2,30-45 min,70.0,128.3006,100,80,80,82.0,74.0,74.0
EMP100,Linus Bohnbach,"Seipgasse 68/86, 22846 Norderstedt",Norderstedt,22846,53.456275,9.986693,53.456275,9.986693,Moorstraße (Phoenix-Center),335249677.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.0533333333333337,43.0,3.7066666666666666,47.76,True,35111.0,50.32,8,58.32,45-60 min,90.0,260.66599999999994,100,100,100,94.0,94.0,94.0
EMP101,Chantal Täsche B.Eng.,"Eva-Stolze-Ring 2161, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576357,9.713091,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,80.27666666666666,True,31773.1,44.836666666666666,8,52.836666666666666,60+ min,30.0,240.6386,100,100,100,58.0,58.0,58.0
EMP102,Dr. Eleni Radisch,"Bastian-Junk-Gasse 6/6, 21614 Buxtehude",Buxtehude,21614,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,77.29833333333333,True,40302.7,61.83166666666667,8,69.83166666666668,60+ min,70.0,291.8162,100,100,100,82.0,82.0,82.0
EMP103,Ludmilla Stoll-Hendriks,"Rosemannweg 222, 21614 Buxtehude",Buxtehude,21614,53.655354,10.209463,53.655274,10.209794,"Ahrensburg, Bornkampsweg (Ost)",1862134190.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.993333333333334,70.0,3.7066666666666666,80.7,True,19524.6,34.4,8,42.4,60+ min,20.0,167.1476,100,100,100,52.0,52.0,52.0
EMP104,Tomas Mohaupt,"Säuberlichplatz 5747, 22852 Norderstedt",Norderstedt,22852,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,80,60,60,,,
EMP105,Mandy Löffler,"Steystr. 617, 22419 Hamburg",Hamburg,22419,53.734665,9.994689,53.734626,9.993998,,,,,,,,,,,False,7315.0,15.531666666666666,8,23.531666666666663,No route,,93.89,80,80,60,,,
EMP106,Frau Edeltrud Kranz B.Eng.,"Meyerallee 4/7, 22854 Norderstedt",Norderstedt,22854,53.586758,10.037002,53.586777,10.036784,Burmesterstraße,6128819465.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.0366666666666666,17.0,3.7066666666666666,21.743333333333332,True,13146.0,29.22,8,37.22,0-30 min,100.0,128.876,100,80,80,100.0,92.0,92.0
EMP107,Adriane Rosemann,"Thiesring 6, 21075 Harburg",Harburg,21075,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,3.7066666666666666,67.32666666666667,True,38831.6,51.986666666666665,8,59.986666666666665,60+ min,60.0,282.9896,100,100,100,76.0,76.0,76.0
EMP108,Lothar Hermann B.A.,"Sibylle-auch Schlauchin-Allee 64-43, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,80.27666666666666,True,31773.1,44.836666666666666,8,52.836666666666666,60+ min,30.0,240.6386,100,100,100,58.0,58.0,58.0
EMP109,Alwine Sager B.Eng.,"Sandy-Schottin-Allee 4, 20355 Hamburg",Hamburg,20355,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,43.815,True,14719.4,31.45,8,39.45,30-45 min,60.0,138.3164,100,100,80,76.0,76.0,68.0
EMP110,Reza Reuter-Kobelt,"Dimitri-Hübel-Ring 3-4, 22626 Ahrensburg",Ahrensburg,22626,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,100,100,100,,,
EMP111,Christopher Wende,"Gehringerring 24-85, 22846 Norderstedt",Norderstedt,22846,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,80,60,60,,,
EMP112,Rigo Kroker,"Natalija-Stey-Allee 9-6, 21077 Harburg",Harburg,21077,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,3.7066666666666666,67.32666666666667,True,38831.6,51.986666666666665,8,59.986666666666665,60+ min,60.0,282.9896,100,100,100,76.0,76.0,76.0
EMP113,Miguel Heintze,"Josef-Reising-Gasse 75-64, 22856 Norderstedt",Norderstedt,22856,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,80,60,60,,,
EMP114,Margaret Lange,"Barthstr. 29/83, 20255 Hamburg",Hamburg,20255,53.5700379,9.9796505,53.570038,9.97965,Bezirksamt Eimsbüttel,2467433725.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.2883333333333336,23.0,3.7066666666666666,29.995,True,14682.7,32.513333333333335,8,40.513333333333335,0-30 min,100.0,138.0962,100,100,80,100.0,100.0,92.0
EMP129,Frau Natalja Warmer,"Fliegnerweg 21-21, 21614 Buxtehude",Buxtehude,21614,53.589517,9.990497,53.589517,9.990497,U Kellinghusenstraße,3941075688.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.105,20.0,3.7066666666666666,24.811666666666667,True,12425.0,27.52,8,35.519999999999996,0-30 min,100.0,124.55,100,80,80,100.0,92.0,92.0
EMP130,Marie-Theres Eberhardt,"Ehlertstr. 9, 22415 Hamburg",Hamburg,22415,53.563793,9.902143,53.563892,9.902136,Bahrenfelder Marktplatz,538471368.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.0933333333333333,43.0,3.7066666666666666,47.8,True,17552.1,26.813333333333333,8,34.81333333333333,45-60 min,50.0,155.3126,100,100,80,70.0,70.0,62.0
EMP131,Giovanna Döhn,"Klappallee 1-5, 22855 Norderstedt",Norderstedt,22855,53.558074,9.974231,53.558073,9.974269,Messehallen,1586118354.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.296666666666667,27.0,3.7066666666666666,34.00333333333333,True,16118.0,35.745,8,43.745,30-45 min,100.0,146.70799999999997,100,100,80,100.0,100.0,92.0
EMP132,Ralf Holsten,"Gernot-Sontag-Straße 6158, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,80.27666666666666,True,31773.1,44.836666666666666,8,52.836666666666666,60+ min,30.0,240.6386,100,100,100,58.0,58.0,58.0
EMP133,Alma Girschner,"Malgorzata-Lorch-Weg 9, 22119 Hamburg",Hamburg,22119,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,43.815,True,14719.4,31.45,8,39.45,30-45 min,60.0,138.3164,100,100,80,76.0,76.0,68.0
EMP134,Dimitrios Fechner,"Tintzmannallee 6/6, 21107 Harburg",Harburg,21107,53.456267,9.970468,53.456196,9.970332,Eißendorfer Straße (TU Hamburg),728565503.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.183333333333334,49.7,3.7066666666666666,59.59,True,34873.3,48.88666666666666,8,56.88666666666666,45-60 min,70.0,259.2398,100,100,100,82.0,82.0,82.0
EMP135,Hans-Heinrich Lindner MBA.,"Bohnbachplatz 1, 22880 Wedel",Wedel,22880,53.51464,9.989696,53.514711,9.989895,Vogelhüttendeich,410242670.0,5.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.385,44.7,3.7066666666666666,51.791666666666664,True,31645.4,48.580000000000005,8,56.580000000000005,45-60 min,90.0,239.8724,100,100,100,94.0,94.0,94.0
EMP136,Czeslaw Franke,"Frankering 6/2, 22393 Hamburg",Hamburg,22393,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,43.815,True,14719.4,31.45,8,39.45,30-45 min,60.0,138.3164,100,100,80,76.0,76.0,68.0
EMP137,Dietlinde Wende,"Gundi-Butte-Ring 86-77, 22855 Norderstedt",Norderstedt,22855,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,80,60,60,,,
EMP138,Angelica Hartmann,"Muharrem-Losekann-Gasse 8/9, 21073 Harburg",Harburg,21073,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,3.7066666666666666,67.32666666666667,True,38831.6,51.986666666666665,8,59.986666666666665,60+ min,60.0,282.9896,100,100,100,76.0,76.0,76.0
EMP139,Viktoria Hahn,"Scheuermanngasse 3, 22626 Ahrensburg",Ahrensburg,22626,53.371274,10.294662,53.371327,10.294175,"Drage, Krummer Weg",679855536.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,62.86333333333334,118.7,3.7066666666666666,185.27,True,63460.8,66.11999999999999,8,74.11999999999999,60+ min,0.0,430.76480000000004,100,100,100,40.0,40.0,40.0
EMP140,Dr. Hans-Hermann Reichmann,"Korinna-Hermighausen-Ring 81/70, 22391 Hamburg",Hamburg,22391,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,43.815,True,14719.4,31.45,8,39.45,30-45 min,60.0,138.3164,100,100,80,76.0,76.0,68.0
EMP141,Hermann Josef Buchholz,"Alicja-Römer-Allee 11/76, 21614 Buxtehude",Buxtehude,21614,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,77.29833333333333,True,40302.7,61.83166666666667,8,69.83166666666668,60+ min,70.0,291.8162,100,100,100,82.0,82.0,82.0
EMP142,Hansjoachim Bärer,"Ruppertstraße 7-5, 22880 Wedel",Wedel,22880,53.558021,9.973998,53.558022,9.973919,Messehallen,1586118354.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.82,27.0,3.7066666666666666,34.526666666666664,True,16140.8,35.835,8,43.835,30-45 min,100.0,146.8448,100,100,80,100.0,100.0,92.0
EMP143,Dipl.-Ing. Klaus-Werner Kühnert B.Sc.,"Geißlerallee 75-21, 21614 Buxtehude",Buxtehude,21614,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,77.29833333333333,True,40302.7,61.83166666666667,8,69.83166666666668,60+ min,70.0,291.8162,100,100,100,82.0,82.0,82.0
EMP144,Josip Pergande,"Jesselweg 33/25, 21682 Buxtehude",Buxtehude,21682,53.624546,10.089318,53.624571,10.089389,Hohnerkamp (Mitte),1069649592.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,2.1983333333333333,33.0,3.7066666666666666,38.904999999999994,True,13290.0,28.538333333333338,8,36.53833333333334,30-45 min,70.0,129.74,100,80,80,82.0,74.0,74.0
EMP145,Cäcilia Gerlach,"Selma-Wulf-Ring 22/33, 22855 Norderstedt",Norderstedt,22855,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,80,60,60,,,
EMP146,Norma Rose MBA.,"Kira-Werner-Allee 82, 22844 Norderstedt",Norderstedt,22844,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,80,60,60,,,
EMP147,Magda Jähn B.Eng.,"Schottinring 871, 22587 Hamburg",Hamburg,22587,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,43.815,True,14719.4,31.45,8,39.45,30-45 min,60.0,138.3164,100,100,80,76.0,76.0,68.0
EMP148,Andy Koch,"Nikolai-Patberg-Gasse 8/8, 20148 Hamburg",Hamburg,20148,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,43.815,True,14719.4,31.45,8,39.45,30-45 min,60.0,138.3164,100,100,80,76.0,76.0,68.0
EMP149,Irmgard Salz-Röhrdanz,"Buchholzweg 99, 22629 Ahrensburg",Ahrensburg,22629,53.642948,10.157999,53.642857,10.157993,Eulenkrugstraße,482367016.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.91,37.0,3.7066666666666666,44.61666666666666,True,16178.0,29.953333333333333,8,37.95333333333333,30-45 min,70.0,147.06799999999998,100,100,80,82.0,82.0,74.0
EMP150,Woldemar Bolander-Mende,"Tomasz-Rudolph-Allee 9597, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,80.27666666666666,True,31773.1,44.836666666666666,8,52.836666666666666,60+ min,30.0,240.6386,100,100,100,58.0,58.0,58.0
EMP151,Falk Trommler,"Mareike-Karz-Allee 38, 21073 Harburg",Harburg,21073,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,3.7066666666666666,67.32666666666667,True,38831.6,51.986666666666665,8,59.986666666666665,60+ min,60.0,282.9896,100,100,100,76.0,76.0,76.0
EMP152,Helmtrud Wohlgemut-Kambs,"Mangoldstr. 555, 21614 Buxtehude",Buxtehude,21614,53.598565,9.917731,53.598766,9.918212,Wördemanns Weg,1617465791.0,2.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,1.1683333333333332,34.9,6.403333333333333,42.47166666666667,True,13719.5,24.566666666666663,8,32.56666666666666,30-45 min,50.0,132.317,100,100,80,70.0,70.0,62.0
EMP153,Eugenia Herrmann-Ullrich,"Lisa-Schüler-Allee 21/95, 21682 Buxtehude",Buxtehude,21682,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,77.29833333333333,True,40302.7,61.83166666666667,8,69.83166666666668,60+ min,70.0,291.8162,100,100,100,82.0,82.0,82.0
EMP154,Konstantinos Trommler-Caspar,"Meinhard-Butte-Weg 754, 22627 Ahrensburg",Ahrensburg,22627,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,100,100,100,,,
EMP155,Aleksandra Klotz,"Römerstraße 22/78, 22629 Ahrensburg",Ahrensburg,22629,53.679758,9.976759,53.679879,9.976447,"Garstedt, Hermann-Löns-Weg",4364655376.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.345,0.0,3.7066666666666666,4.051666666666667,True,2800.1,7.151666666666667,8,15.151666666666667,0-30 min,100.0,66.8006,80,60,60,92.0,84.0,84.0
EMP156,Arno Hübel-Zirme,"Girschnerplatz 47/33, 22527 Hamburg",Hamburg,22527,53.625401,10.090341,53.62547,10.090524,Gumbinner Kehre,6323310479.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,2.4366666666666665,32.0,3.7066666666666666,38.14333333333333,True,13427.3,29.086666666666662,8,37.08666666666666,30-45 min,70.0,130.5638,100,80,80,82.0,74.0,74.0
EMP157,Kornelius Kohl-Fliegner,"Ana-Winkler-Weg 5, 22844 Norderstedt",Norderstedt,22844,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,80,60,60,,,
EMP158,Marija Tschentscher,"Hans-Albert-Süßebier-Weg 770, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,80.27666666666666,True,31773.1,44.836666666666666,8,52.836666666666666,60+ min,30.0,240.6386,100,100,100,58.0,58.0,58.0
EMP159,Ing. Wulf Ziegert MBA.,"Wera-Martin-Weg 8/4, 22629 Ahrensburg",Ahrensburg,22629,53.646953,10.278997,53.64705,10.279112,,,,,,,,,,,False,25504.1,43.88333333333333,8,51.88333333333333,No route,,203.0246,100,100,100,,,
EMP160,Dr. Rosita Gute,"Patrik-Stiebitz-Weg 77-94, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,80.27666666666666,True,31773.1,44.836666666666666,8,52.836666666666666,60+ min,30.0,240.6386,100,100,100,58.0,58.0,58.0
EMP161,Friedhelm Carsten,"Paola-Hermann-Gasse 25-98, 22850 Norderstedt",Norderstedt,22850,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,80,60,60,,,
